"model_id","horizon","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"NIH-Flu_ARIMA",1,305.428917306053,372.607843137255,0.0392156862745098,0.176470588235294,1.01807228010171,0.809954649699393,1.00513665629195,0.877168812462593
"OHT_JHU-nbxd",0,238.273381061873,324.453653846154,0.0769230769230769,0.394230769230769,1.34612391578346,1.1617607951391,1.40436385287353,1.37224794401213
"OHT_JHU-nbxd",1,317.796432107023,418.668269230769,0.0576923076923077,0.346153846153846,0.99522648351304,0.791779064787845,1.06734318252244,0.931455584713357
"PSI-PROF",0,124.152630392977,176.308076923077,0.365384615384615,0.817307692307692,0.66624941599569,0.575000891234908,0.720541935265166,0.704064112173634
"PSI-PROF",1,263.113877341137,367.078269230769,0.134615384615385,0.730769230769231,0.779388199423992,0.620063141274441,0.881070682418606,0.768898158628345
"PSI-PROF_beta",0,126.600238294314,189.944038461538,0.336538461538462,0.884615384615385,0.681755580546387,0.588383354652098,0.777912247550755,0.760122442726751
"PSI-PROF_beta",1,260.732162207358,363.823076923077,0.134615384615385,0.692307692307692,0.766569981046875,0.609865264583042,0.870272776012259,0.759474975541501
"SigSci-TSENS",0,166.475642722117,197.554347826087,0.0760869565217391,0.217391304347826,1.06953472860449,0.923052849862831,0.953839620106149,0.932026593343148
"SigSci-TSENS",1,358.050321361059,405.260869565217,0.0434782608695652,0.173913043478261,1.16933623667902,0.930296738720299,1.07643495719923,0.939389850314456
"Stevens-ILIForecast",0,371.966810200669,453.576923076923,0.182692307692308,0.326923076923077,2.18390125951699,1.88479740536002,2.0096237965298,1.96366640837644
"Stevens-ILIForecast",1,514.84974916388,580.192307692308,0.0384615384615385,0.0961538461538462,1.66144312312091,1.32180554277386,1.50194188159601,1.31072383881375
"UGA_CEID-Walk",0,350.06321659699,389.265394230769,0.0384615384615385,0.0865384615384615,1.97467946003914,1.7042303109998,1.67737790468524,1.63901853235963
"UGA_CEID-Walk",1,498.513189247492,546.850673076923,0,0.0192307692307692,1.58177680261358,1.25842486933787,1.39602703039261,1.21829341786484
"UGA_flucast-Copycat",0,120.597165551839,166.961538461538,0.288461538461538,0.692307692307692,0.713401155748473,0.615694799147171,0.731738073204121,0.715004209525307
"UGA_flucast-INFLAenza",0,153.365196801839,226.677884615385,0.134615384615385,0.625,0.836588977490781,0.722011000843582,0.951743999003315,0.929978896270977
"UGA_flucast-INFLAenza",1,316.626630434783,424.576923076923,0.0769230769230769,0.326923076923077,0.959350711919534,0.763237134532352,1.05779967205284,0.923127095554261
"UGA_flucast-Scenariocast",0,122.981408862876,170,0.461538461538462,0.855769230769231,0.673454296566632,0.58121900212562,0.699019506812573,0.683033872657152
"UGA_flucast-Scenariocast",1,220.919506688963,321.038461538462,0.192307692307692,0.692307692307692,0.675338690596364,0.537283769788699,0.798672656853497,0.696990545089659
"UGuelph-CompositeCurve",0,267.484718196457,363.314814814815,0.185185185185185,0.240740740740741,1.62279064649846,1.40053566370455,1.67287756708878,1.63462111141956
"UGuelph-CompositeCurve",1,70.6152173913043,132,0.5,0.5,0.799067180146336,0.635719281068184,1.15030278303187,1.00385327691342
"UI_CompEpi-EpiGen",0,344.96762541806,355.557692307692,0,0.0288461538461538,1.96955536983214,1.69980800853311,1.54331323909084,1.50801974500822
"UI_CompEpi-EpiGen",1,480.473821070234,490.903846153846,0,0.0192307692307692,1.52762796196724,1.21534530994455,1.25529928598627,1.09548226808861
"UM-DeepOutbreak",0,196.517377205597,226.013262395528,0.0480769230769231,0.173076923076923,1.06664884889538,0.920562215927705,0.938730743530615,0.917263236414894
"UM-DeepOutbreak",1,371.755700798678,412.100316339508,0.0384615384615385,0.0961538461538462,1.09004981569412,0.867218304516855,0.991813311156721,0.865541714040558
"UMass-AR2",0,158.438084997998,197.912610343159,0.134615384615385,0.403846153846154,0.822183676833046,0.709578628645062,0.794204646751209,0.776042256712351
"UMass-AR2",1,358.655095236788,420.96313074223,0.0769230769230769,0.153846153846154,1.03274239931723,0.821625855666291,0.978061629357464,0.853540812155517
"UMass-flusion",0,151.432318283668,202.227968048841,0.221153846153846,0.519230769230769,0.809191868306055,0.698366158806558,0.83866775937687,0.819488557868636
"UMass-flusion",1,321.507168347292,395.047104930938,0.0576923076923077,0.211538461538462,0.963491193202792,0.766531205231373,0.971537957934875,0.847847694628833
"UMass-trends_ensemble",0,168.764318561873,220.778846153846,0.144230769230769,0.317307692307692,0.893921375593513,0.771491239346213,0.908536821704297,0.887759808892854
"UMass-trends_ensemble",1,363.509356187291,421.461538461538,0.0384615384615385,0.153846153846154,1.07327355336152,0.853871500025227,1.02750175892697,0.896686527189399
"UNC_IDD-InfluPaint",0,163.505840739577,194.885958707761,0.0392156862745098,0.352941176470588,0.821090443445739,0.708635122869392,0.761680261098265,0.744261659930977
"UNC_IDD-InfluPaint",1,234.103387449558,275.433303317981,0.0980392156862745,0.352941176470588,0.687957713610052,0.54732317127754,0.616406798939856,0.537929660047033
"UVAFluX-CESGCN",0,228.941337902268,259.867799502153,0.0769230769230769,0.211538461538462,1.36847187150465,1.18104800822845,1.1685920556643,1.14186793009023
"UVAFluX-Ensemble",0,131.020710702341,167.653846153846,0.298076923076923,0.423076923076923,0.689856981451597,0.595375199791332,0.672510975472263,0.657131555706961
"UVAFluX-Ensemble",1,304.087190635452,361.288461538462,0.0576923076923077,0.134615384615385,0.885723442367308,0.704660989710358,0.81586675423274,0.711995595283685
"VTSanghani-PRIME",0,291.308662207358,335.673076923077,0.125,0.211538461538462,1.68424499299144,1.45357331470332,1.47628443990969,1.44252380413953
"VTSanghani-PRIME",1,373.334554865424,416.238095238095,0.0476190476190476,0.0952380952380952,1.31063803744476,1.0427131680623,1.16634693459194,1.01785478534794
"fjordhest-ensemble",0,171.212162318841,235.203333333333,0.0520833333333333,0.270833333333333,1.0210814973218,0.881235700756406,1.05389928960429,1.02979803303551
"fjordhest-ensemble",1,250.578630072464,337.650416666667,0.0625,0.270833333333333,0.826594252808964,0.657619180448099,0.871849800721657,0.760851223122273
