"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"JHUAPL-DMD",2024-12-28,179.698132946356,287.719646909462,0.110576923076923,0.826923076923077,0.701531049064723,0.549606288152327,0.886764398615432,0.75681880852773
"JHUAPL-DMD",2025-01-04,206.179963402192,305.276371204851,0.274038461538462,0.822115384615385,0.651008746147429,0.532010458704718,0.765887377468916,0.68806173433913
"JHU_CSSE-CSSE_Ensemble",2024-11-30,30.1034661693663,42.8333333333333,0.470588235294118,0.901960784313726,1.11970350479725,1.03403741869367,1.20246035648706,1.08415621863484
"JHU_CSSE-CSSE_Ensemble",2024-12-07,41.7643231457801,60.1854575163399,0.470588235294118,0.774509803921569,1.33441396078906,1.17667388444454,1.33152939559522,1.13872264210763
"JHU_CSSE-CSSE_Ensemble",2024-12-14,64.0503926873165,87.7543572984749,0.241830065359477,0.581699346405229,1.28859381046564,1.0774218910541,1.22971371664342,0.979086104794806
"JHU_CSSE-CSSE_Ensemble",2024-12-21,125.19531879085,159.267973856209,0.17156862745098,0.475490196078431,1.13038250562314,0.876938378028629,1.04971761027296,0.845966144739951
"JHU_CSSE-CSSE_Ensemble",2024-12-28,313.812600861987,360.604575163399,0.0522875816993464,0.150326797385621,1.15213931812607,0.902630061654194,1.04509387968977,0.891946841868477
"JHU_CSSE-CSSE_Ensemble",2025-01-04,356.609546888321,404.807189542484,0.202614379084967,0.30718954248366,1.10625237083046,0.904039822401119,1.00800545727698,0.905576986331071
"LUcompUncertLab-chimera",2024-11-30,35.8285451505017,47.0961538461538,0.230769230769231,0.596153846153846,1.22468763892425,1.1309894444678,1.23530563596675,1.11377001322574
"LUcompUncertLab-chimera",2024-12-07,49.510016722408,67.2115384615385,0.298076923076923,0.586538461538462,1.38941861147532,1.22517647650918,1.36555003833274,1.16781706263819
"LUcompUncertLab-chimera",2024-12-14,78.1684531772575,100.185897435897,0.179487179487179,0.506410256410256,1.50226275811531,1.25607524152539,1.36339402582378,1.0855210672025
"LUcompUncertLab-chimera",2024-12-21,144.152842809365,173.701923076923,0.206730769230769,0.485576923076923,1.28391732330861,0.996049009449622,1.13805258414509,0.91715519269055
"LUcompUncertLab-chimera",2024-12-28,284.245355351171,334.865384615385,0.0913461538461538,0.346153846153846,1.12662629384621,0.882642181441785,1.04103621539388,0.88848378374096
"LUcompUncertLab-chimera",2025-01-04,421.86910326087,487.201923076923,0.0336538461538462,0.153846153846154,1.34542683549982,1.0994954401823,1.24965248426123,1.1226690515302
"LosAlamos_NAU-CModel_Flu",2024-12-14,37.2654494983278,53.9519230769231,0.5,0.942307692307692,0.924514305501116,0.773006934574392,0.952709852868061,0.758538321740704
"LosAlamos_NAU-CModel_Flu",2024-12-21,75.7805058737458,111.057692307692,0.298076923076923,0.855769230769231,0.822689450906276,0.638233473280182,0.87240542931475,0.703070473873148
"LosAlamos_NAU-CModel_Flu",2024-12-28,190.710959810479,282.217948717949,0.147435897435897,0.57051282051282,0.80748764879519,0.63261674586584,0.926993987267664,0.791153192495874
"LosAlamos_NAU-CModel_Flu",2025-01-04,245.038062374582,367.283653846154,0.149038461538462,0.625,0.794281734103574,0.649094489439511,0.952422378944033,0.855641982304674
"MIGHTE-Joint",2024-11-30,29.2668060200669,34.9230769230769,0.346153846153846,0.769230769230769,0.973300745671446,0.898835617067188,0.90450169244954,0.815512236511278
"MIGHTE-Joint",2024-12-07,28.7714924749164,39.8557692307692,0.298076923076923,0.778846153846154,0.738903233212144,0.651558034613369,0.745146987058755,0.637248977505882
"MIGHTE-Joint",2024-12-14,40.360019509476,57.3910256410256,0.269230769230769,0.666666666666667,0.727211830519921,0.608037955228545,0.73503294591763,0.585226084879904
"MIGHTE-Joint",2024-12-21,106.740058528428,136.894230769231,0.206730769230769,0.495192307692308,0.951793425148381,0.738390923705788,0.892995791901225,0.719664222025615
"MIGHTE-Joint",2024-12-28,262.946881270903,305.302884615385,0.0576923076923077,0.225961538461538,1.04343197206452,0.817464563928278,0.951052724644448,0.811686385962603
"MIGHTE-Joint",2025-01-04,338.530466137124,398.620192307692,0.0336538461538462,0.25,1.04314329682503,0.852466494686625,0.994578757937329,0.893514640996926
"MIGHTE-Nsemble",2024-11-30,29.020016722408,35.0192307692308,0.403846153846154,0.75,0.959504498013437,0.886094890388362,0.903923279136232,0.814990730428203
"MIGHTE-Nsemble",2024-12-07,27.4395819397993,38.2019230769231,0.336538461538462,0.798076923076923,0.698857885036404,0.616246417097003,0.706978528760728,0.604607349148233
"MIGHTE-Nsemble",2024-12-14,37.646276477146,54.2115384615385,0.288461538461538,0.698717948717949,0.675629172719298,0.564908549932813,0.690379091116799,0.549673119852926
"MIGHTE-Nsemble",2024-12-21,102.734400083612,133.134615384615,0.225961538461538,0.528846153846154,0.918586127317882,0.712629065438052,0.870498274105353,0.701533499810672
"MIGHTE-Nsemble",2024-12-28,255.697462374582,299.625,0.0769230769230769,0.274038461538462,1.01427146681157,0.794619107445511,0.932882576150517,0.796178873307134
"MIGHTE-Nsemble",2025-01-04,329.801400501672,392.966346153846,0.0576923076923077,0.288461538461538,1.03272151951229,0.843949720432085,0.99177313065483,0.890994107520731
"MOBS-GLEAM_FLUH",2024-11-30,22.0696272634271,29.0900392156863,0.352941176470588,0.745098039215686,0.823670453513497,0.760653213959142,0.830535691702948,0.748823385403337
"MOBS-GLEAM_FLUH",2024-12-07,26.4971126470588,37.8638725490196,0.245098039215686,0.637254901960784,0.788404343465839,0.69520765564408,0.789614208948726,0.675277302351913
"MOBS-GLEAM_FLUH",2024-12-14,46.6376892497869,62.8946928104575,0.137254901960784,0.490196078431373,0.870542972899775,0.727880305250421,0.820816549707628,0.653526156151179
"MOBS-GLEAM_FLUH",2024-12-21,102.958906540921,134.571225490196,0.142156862745098,0.455882352941176,0.895759013720385,0.694920040507391,0.865632299110779,0.697612016483846
"MOBS-GLEAM_FLUH",2024-12-28,254.497115379369,302.226490196078,0.0343137254901961,0.200980392156863,0.993809205416987,0.77858818829051,0.931657761583932,0.795133541872541
"MOBS-GLEAM_FLUH",2025-01-04,302.029497016198,346.132352941176,0.142156862745098,0.299019607843137,0.923465000135307,0.754664267150226,0.852508985322586,0.765881287819705
"NEU_ISI-AdaptiveEnsemble",2024-11-30,17.1490926275992,28.1086956521739,0.434782608695652,0.826086956521739,0.993071224395035,0.917093499353071,1.14916140822633,1.03610109075322
"NEU_ISI-AdaptiveEnsemble",2024-12-07,22.4116983695652,34.9895833333333,0.3125,0.802083333333333,0.771351346684286,0.680170480858749,0.82114498655819,0.702242392650281
"NEU_ISI-AdaptiveEnsemble",2024-12-14,39.7682873090482,61.3040540540541,0.189189189189189,0.668918918918919,0.779655628899822,0.651887379279491,0.844830669532302,0.672645964868442
"NEU_ISI-AdaptiveEnsemble",2024-12-21,92.2086738038016,130.437185929648,0.221105527638191,0.592964824120603,0.825369525094888,0.640312645507519,0.86005963333162,0.69312101191368
"NEU_ISI-AdaptiveEnsemble",2024-12-28,214.829526665239,286.23645320197,0.0591133004926108,0.38423645320197,0.874870132289651,0.685406763769181,0.912812513736547,0.77904985826443
"NEU_ISI-AdaptiveEnsemble",2025-01-04,296.83324168798,384.348039215686,0.0637254901960784,0.348039215686274,0.970118001352592,0.792789537700645,1.00394549015164,0.901929572750689
"NEU_ISI-FluBcast",2024-12-07,16.674347826087,26.7708333333333,0.375,0.916666666666667,0.639246143770909,0.563681335185018,0.716267926177593,0.612551632770595
"NEU_ISI-FluBcast",2024-12-14,33.042803442029,48.46875,0.270833333333333,0.614583333333333,0.709483744321004,0.593215108803181,0.737399396128755,0.587110229529218
"NEU_ISI-FluBcast",2024-12-21,87.5185407980941,117.493150684932,0.13013698630137,0.397260273972603,0.829123273851289,0.643224762715269,0.815390525738028,0.657122232460892
"NEU_ISI-FluBcast",2024-12-28,227.521355368234,275.510204081633,0.0357142857142857,0.188775510204082,0.890704857825864,0.697812294126635,0.84845740208713,0.724125281908831
"NEU_ISI-FluBcast",2025-01-04,273.966144338998,323.832487309645,0.050761421319797,0.182741116751269,0.900999965976317,0.7363056303447,0.846331378136437,0.760331418165743
"NIH-Flu_ARIMA",2024-11-30,29.9668712702472,36.5882352941176,0.117647058823529,0.450980392156863,1.01794593131973,0.940065096413338,0.96507548068973,0.870126468783125
"NIH-Flu_ARIMA",2024-12-07,30.0408098891731,40.7843137254902,0.117647058823529,0.647058823529412,0.807396146075691,0.711954451470709,0.805123898903019,0.688541174093271
