"model_id","reference_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"JHU_CSSE-CSSE_Ensemble",2024-11-30,68.660884349247,94.5763888888889,0.377450980392157,0.779411764705882,1.04077024530872,0.837198080692491,1.02975809202738,0.811045682794192
"JHU_CSSE-CSSE_Ensemble",2024-12-07,148.49757249929,178.714869281046,0.284313725490196,0.524509803921569,1.17068565218331,0.947536816209271,1.07926901328446,0.896106756529901
"JHU_CSSE-CSSE_Ensemble",2024-12-14,282.406820911481,314.385620915033,0.0441176470588235,0.176470588235294,1.32722842564403,1.0688968008464,1.17442778235826,1.00609381092567
"JHU_CSSE-CSSE_Ensemble",2024-12-21,237.093672132235,286.235838779956,0.065359477124183,0.222222222222222,1.05105149804719,0.798389674974627,0.994301676751747,0.83789509599932
"JHU_CSSE-CSSE_Ensemble",2025-01-04,108.288881500426,150.359477124183,0.568627450980392,0.882352941176471,0.722191824878164,0.666441287443084,0.719046049896802,0.750008998516045
"LUcompUncertLab-chimera",2024-11-30,83.3346571906355,103.995192307692,0.192307692307692,0.504807692307692,1.1817244797364,0.950582004820077,1.08276940742992,0.85279781742595
"LUcompUncertLab-chimera",2024-12-07,171.515765050167,197.745192307692,0.168269230769231,0.418269230769231,1.34436041567437,1.08810677377842,1.18958590220026,0.987701816056314
"LUcompUncertLab-chimera",2024-12-14,299.777385033445,328.985576923077,0.105769230769231,0.269230769230769,1.41403949709144,1.1388109729326,1.23066534094436,1.0542706852171
"LUcompUncertLab-chimera",2024-12-21,208.910170011148,262.634615384615,0.224358974358974,0.506410256410256,0.907374737737434,0.689251310034145,0.893446782589084,0.752904973582454
"LUcompUncertLab-chimera",2024-12-28,315.557658862876,387.009615384615,0.0480769230769231,0.307692307692308,1.24851643937901,0.992527169213616,1.20949527296535,1.07428588035318
"LUcompUncertLab-chimera",2025-01-04,294.066086956522,380.326923076923,0.0576923076923077,0.326923076923077,1.78543081060902,1.64760215648185,1.736620450829,1.81140132167567
"LosAlamos_NAU-CModel_Flu",2024-12-14,152.194006427676,220.526442307692,0.278846153846154,0.706730769230769,0.713376307490178,0.574524805333231,0.818265242456921,0.70098102965378
"LosAlamos_NAU-CModel_Flu",2024-12-21,174.752562555741,255.871794871795,0.217948717948718,0.67948717948718,0.781654928267843,0.593753232150437,0.891460567387813,0.751231195879311
"LosAlamos_NAU-CModel_Flu",2024-12-28,206.513733047659,314.033653846154,0.115384615384615,0.586538461538462,0.821879771569449,0.653365848763266,0.982304436393873,0.872492691632417
"LosAlamos_NAU-CModel_Flu",2025-01-04,195.050410702341,314.067307692308,0.134615384615385,0.826923076923077,1.18919205368614,1.09739082605841,1.43760180249521,1.499506586969
"MIGHTE-Joint",2024-11-30,60.4082650501672,80.0432692307692,0.302884615384615,0.682692307692308,0.853894744872727,0.686874980086313,0.828145037012477,0.652253633349984
"MIGHTE-Joint",2024-12-07,119.142347408027,148.514423076923,0.197115384615385,0.591346153846154,0.923174719502723,0.747204881934885,0.883181092352803,0.733296828089523
"MIGHTE-Joint",2024-12-14,216.771622073579,254.990384615385,0.115384615384615,0.360576923076923,1.01422954775986,0.816819997204585,0.945473970021408,0.809956579637251
"MIGHTE-Joint",2024-12-21,241.212394091416,282.320512820513,0.0961538461538462,0.275641025641026,1.08169159662899,0.821664213275907,0.985213035729895,0.83023612496511
"MIGHTE-Joint",2024-12-28,291.359966555184,326.086538461538,0.0384615384615385,0.105769230769231,1.13830538176874,0.904913209496458,1.00617937662759,0.893698653954593
"MIGHTE-Joint",2025-01-04,149.113419732441,216.75,0.115384615384615,0.634615384615385,0.889121448203576,0.820484561333847,0.977787238884206,1.01989188022459
"MIGHTE-Nsemble",2024-11-30,56.1058298494983,75.5192307692308,0.331730769230769,0.725961538461538,0.79274308786488,0.637684440571082,0.779321598479862,0.613799903927879
"MIGHTE-Nsemble",2024-12-07,118.613325668896,147.427884615385,0.221153846153846,0.586538461538462,0.919354420218234,0.744112784398505,0.875881713654136,0.727236223652784
"MIGHTE-Nsemble",2024-12-14,204.970497491639,244.389423076923,0.153846153846154,0.408653846153846,0.960708570641336,0.773716338395889,0.906448307087814,0.776524572548728
"MIGHTE-Nsemble",2024-12-21,226.402045707915,269.769230769231,0.102564102564103,0.33974358974359,1.01526511035996,0.771205961819554,0.941086502744217,0.793050825516618
"MIGHTE-Nsemble",2024-12-28,288.001651337793,326.144230769231,0.0480769230769231,0.153846153846154,1.13106079868504,0.899154017776263,1.01176007116945,0.898655483040985
"MIGHTE-Nsemble",2025-01-04,175.803010033445,246.019230769231,0.153846153846154,0.596153846153846,1.06233070477601,0.980322704013825,1.1196124066507,1.16782420257889
"MOBS-GLEAM_FLUH",2024-11-30,61.6228226193521,83.7613970588235,0.200980392156863,0.588235294117647,0.901160547976861,0.724895705428469,0.892517852443027,0.702954175980794
"MOBS-GLEAM_FLUH",2024-12-07,132.894356061381,159.230411764706,0.137254901960784,0.382352941176471,1.01662029396955,0.822838440742082,0.941593014679594,0.781795689462041
"MOBS-GLEAM_FLUH",2024-12-14,230.173925831202,256.813725490196,0.0784313725490196,0.25,1.07179678147802,0.863182349581918,0.953141645151556,0.816525225754546
"MOBS-GLEAM_FLUH",2024-12-21,215.079792554703,258.071895424837,0.0849673202614379,0.313725490196078,0.963521158545756,0.731900716598363,0.903749584738457,0.76158711462461
"MOBS-GLEAM_FLUH",2024-12-28,212.628184143223,268.176470588235,0.0686274509803922,0.372549019607843,0.799293495794005,0.635410544650787,0.799193235861178,0.709851479497288
"MOBS-GLEAM_FLUH",2025-01-04,83.658832054561,115.43137254902,0.470588235294118,0.745098039215686,0.551908350006841,0.509303066939589,0.552972335520825,0.576783959289638
"NEU_ISI-AdaptiveEnsemble",2024-11-30,55.4098889413989,81.4728260869565,0.266304347826087,0.701086956521739,0.866563056301235,0.697065400173137,0.920205413679834,0.724761119943722
"NEU_ISI-AdaptiveEnsemble",2024-12-07,88.2183086956522,122.12,0.235,0.64,0.723118140142217,0.585281846562031,0.770129415751704,0.639431100460616
"NEU_ISI-AdaptiveEnsemble",2024-12-14,186.21543687291,243.514423076923,0.120192307692308,0.519230769230769,0.856958406609596,0.690160097225871,0.890566040747949,0.762918755223864
"NEU_ISI-AdaptiveEnsemble",2024-12-21,205.284512645638,273.777777777778,0.0915032679738562,0.411764705882353,0.912392841201422,0.693063113738384,0.948646723133106,0.799421800982754
"NEU_ISI-AdaptiveEnsemble",2024-12-28,228.661756521739,296.37,0.05,0.29,1.01272360546548,0.80508006272501,1.0158597057759,0.90229681977934
"NEU_ISI-AdaptiveEnsemble",2025-01-04,205.752762148338,286.352941176471,0.137254901960784,0.470588235294118,1.32430053273266,1.22206943029964,1.36268213402065,1.42136079153654
"NEU_ISI-FluBcast",2024-12-07,98.4116689311594,136.385416666667,0.239583333333333,0.609375,0.747039994056306,0.604643865096474,0.799119435145146,0.663501236757163
"NEU_ISI-FluBcast",2024-12-14,188.070672554348,235.838541666667,0.0729166666666667,0.3125,0.868151291056525,0.699174399622055,0.866292721336439,0.742124597594602
"NEU_ISI-FluBcast",2024-12-21,195.795376811594,227.073333333333,0.08,0.22,0.899699421578781,0.683421059865985,0.809327253855061,0.682017694347171
"NEU_ISI-FluBcast",2024-12-28,216.717660869565,243.48,0.04,0.13,0.856703532890781,0.681049528493445,0.753612287511058,0.669366022199395
"NEU_ISI-FluBcast",2025-01-04,189.18405501331,224.714285714286,0.0816326530612245,0.224489795918367,1.23410767230575,1.13883912506706,1.07098863626714,1.1171066368059
"NIH-Flu_ARIMA",2024-11-30,66.9050767263427,90.5392156862745,0.112745098039216,0.514705882352941,0.984836808556444,0.792205090062127,0.983260643159661,0.774423921375585
"NIH-Flu_ARIMA",2024-12-07,105.98544970162,137.686274509804,0.102941176470588,0.441176470588235,0.870227233781091,0.704349917450273,0.87146757751422,0.723571208563374
"NIH-Flu_ARIMA",2024-12-14,192.109654731458,239.877450980392,0.0588235294117647,0.284313725490196,0.948129501597008,0.763585658251223,0.94015737788577,0.805402029307949
"NIH-Flu_ARIMA",2024-12-21,201.601548735436,255.02614379085,0.065359477124183,0.34640522875817,0.957129595566466,0.727045618728186,0.944200907564703,0.795675325290738
"NIH-Flu_ARIMA",2024-12-28,241.352016197783,292.480392156863,0.0196078431372549,0.137254901960784,1.03739417714206,0.82469230962599,0.985835323216168,0.875628860861931
"NIH-Flu_ARIMA",2025-01-04,117.529991474851,153.274509803922,0.156862745098039,0.627450980392157,0.712086157412205,0.657115740123822,0.683096695854459,0.71251162400649
"OHT_JHU-nbxd",2024-11-30,52.6140407817726,82.166875,0.466346153846154,0.894230769230769,0.742273825556929,0.597086844964715,0.851533620742874,0.670674668356238
"OHT_JHU-nbxd",2024-12-07,94.6707809364548,141.412980769231,0.346153846153846,0.793269230769231,0.727648126793879,0.588948355262622,0.840022351174104,0.697462537382092
"OHT_JHU-nbxd",2024-12-14,169.667118582776,235.884615384615,0.254807692307692,0.625,0.785731783348832,0.632797017692988,0.872302692334315,0.747273142882474
"OHT_JHU-nbxd",2024-12-21,218.059700027871,296.60108974359,0.102564102564103,0.467948717948718,0.963802367036727,0.732114325499662,1.02959731333772,0.867638625047945
"OHT_JHU-nbxd",2024-12-28,256.815814966555,345.187692307692,0.0673076923076923,0.394230769230769,1.01128270342655,0.803934595691732,1.07941936849654,0.958751152216204
"OHT_JHU-nbxd",2025-01-04,280.711564297659,377.200192307692,0.0769230769230769,0.346153846153846,1.68823574169316,1.55791018735393,1.71656551152514,1.79048279365546
