"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"UI_CompEpi-EpiGen",2025-01-04,432.128954849498,442.490384615385,0,0.0288461538461538,1.83568953505548,1.56327104722663,1.47654859096753,1.39216129543176
"UM-DeepOutbreak",2024-12-28,228.727123982328,255.642904899137,0.0384615384615385,0.0576923076923077,1.19417035597206,0.944343525233829,1.02234372722461,0.923668192999844
"UM-DeepOutbreak",2025-01-04,268.031665613772,304.241968115713,0.0480769230769231,0.192307692307692,1.03980532605793,0.885496991695432,0.942279805490719,0.888426891397844
"UMass-AR2",2024-12-28,206.615922250483,247.011837582211,0.0576923076923077,0.153846153846154,1.03347304699947,0.817264953494176,0.96385909397591,0.87082843463625
"UMass-AR2",2025-01-04,234.457671491151,284.888256923168,0.144230769230769,0.403846153846154,0.862922528119286,0.734863809183137,0.82685439210071,0.779598239219532
"UMass-flusion",2024-12-28,187.389426645861,233.935922761325,0.0384615384615385,0.269230769230769,0.966197794370252,0.764064043832372,0.934594753028047,0.844388656895328
"UMass-flusion",2025-01-04,218.491189134384,282.783559133648,0.230769230769231,0.490384615384615,0.840821048921101,0.716042215514053,0.879577701025339,0.829308320215826
"UMass-trends_ensemble",2024-12-28,214.842880434783,255.875,0.0384615384615385,0.115384615384615,1.09949794906052,0.869477092619665,1.02117212975005,0.922609676873194
"UMass-trends_ensemble",2025-01-04,243.097556438127,303.572115384615,0.144230769230769,0.336538461538462,0.920894692591246,0.784232836207272,0.931969040944154,0.878705404806852
"UNC_IDD-InfluPaint",2024-12-28,163.505840739577,194.885958707761,0.0392156862745098,0.352941176470588,0.821090443445739,0.649313927465722,0.761680261098265,0.688163688666831
"UNC_IDD-InfluPaint",2025-01-04,234.103387449558,275.433303317981,0.0980392156862745,0.352941176470588,0.687957713610052,0.585863979101632,0.616406798939856,0.581178088533307
"UVAFluX-CESGCN",2025-01-04,228.941337902268,259.867799502153,0.0769230769230769,0.211538461538462,1.36847187150465,1.16538903491794,1.1685920556643,1.10180500661942
"UVAFluX-Ensemble",2024-12-28,161.818929765886,211.769230769231,0.0769230769230769,0.173076923076923,0.80001159642604,0.632644888075405,0.811927070043068,0.733560728807185
"UVAFluX-Ensemble",2025-01-04,202.154841137124,242.413461538462,0.288461538461538,0.403846153846154,0.753033324574343,0.641282292797028,0.682028126199181,0.643049043897824
"VTSanghani-PRIME",2024-12-28,236.488963210702,273.769230769231,0.230769230769231,0.326923076923077,1.29215257353807,1.02182733839648,1.14054957515385,1.0304649376282
"VTSanghani-PRIME",2025-01-04,358.284320074006,405.914893617021,0.0319148936170213,0.0957446808510638,1.66532444383906,1.41818833608687,1.47287145583538,1.3886943149068
"fjordhest-ensemble",2024-12-28,166.542513496377,221.100625,0.0208333333333333,0.166666666666667,0.941529531965166,0.744556513969055,0.948301092884365,0.856772075339237
"fjordhest-ensemble",2025-01-04,213.230220606884,293.478229166667,0.0729166666666667,0.322916666666667,0.947238059876739,0.806666816778297,1.01353691943307,0.955611538528015
